name,SoundD,Soundex,Metaphone
CUCUMBER SEMINIS ROHINI  SEED,2251,C251,KKMBRSMNSRHNST
CUCUMBER SEMINIS SVCQ  SEED,2251,C251,KKMBRSMNSFKKST
CUCUMBER SHRIRAM RAGINI  ,2251,C251,KKMBRXRRMRJN
CUCUMBER SUNGRO  ,2251,C251,KKMBRSNKR
CUCUMBER SUNGRO BARSATI  ,2251,C251,KKMBRSNKRBRST
CUCUMBER SUNGRO MALAV  ,2251,C251,KKMBRSNKRMLF
CUCUMBER SWARNA SEEDS SUVARNA  ,2251,C251,KKMBRSWRNSTSFRN
CUCUMBER SWETA  ,2251,C251,KKMBRSWT
CUCUMBER TASTY  ,2251,C251,KKMBRTST
CUCUMBER TOKITA TSXF  ,2251,C251,KKMBRTKTTSKSF
CUCUMBER US AGRISEEDS SW  ,2251,C251,KKMBRSKRSTS
CUCUMBER VINAYAK   ,2251,C251,KKMBRFNYK
CUCUMBER VINAYAK   ,2251,C251,KKMBRFNYK
CUCUMBER VNR KRISH  ,2251,C251,KKMBRFNRKRX
CUCUMBER VNR KUMUD  ,2251,C251,KKMBRFNRKMT
CUCUMBER EMERALD  F  SEEDS,2251,C251,KKMBRMRLTFSTS
CUCUMBER KNOWNYOU RUCHA  ,2251,C251,KKMBRKNNYRX
CUCUMBER NUZIVEEDU ARMITA  ,2251,C251,KKMBRNSFTRMT
CUCUMBER NUZIVEEDU ARMITA  ,2251,C251,KKMBRNSFTRMT
CUCUMBER NUZIVEEDU ARMITA  ,2251,C251,KKMBRNSFTRMT
CUCUMBER NUZIVEEDU KAREENA  ,2251,C251,KKMBRNSFTKRN
CUCUMBER EAST WEST SAIRA  F  ,2251,C251,KKMBRSTWSTSRF
CUCUMBER HYVEG CHITRA  ,2251,C251,KKMBRHFKXTR
CUCUMBER NUNHEMS DON   SEEDS,2251,C251,KKMBRNNHMSTNSTS
CUCUMBER EAST WEST JUMBO GREEN  SEEDS,2251,C251,KKMBRSTWSTJMBKRNSTS
CUCUMBER EAST WEST JUMBO GREEN  SEEDS,2251,C251,KKMBRSTWSTJMBKRNSTS
CUCUMBER SYNGENTA SIMRAN  ,2251,C251,KKMBRSNJNTSMRN
CUCUMBER H M CLAUSE KRUTHIKA F  ,2251,C251,KKMBRHMKLSKR0KF
CUCUMBER EAST WEST NAZIA  SEEDS,2251,C251,KKMBRSTWSTNSSTS
CUCUMBER HM CLAUSE DAMINI  ,2251,C251,KKMBRHMKLSTMN
CUCUMBER SEMINIS SVCQ  SEEDS,2251,C251,KKMBRSMNSFKKSTS
CUCUMBER GARNIER GS   ,2251,C251,KKMBRKRNRKS
CUCUMBER NAMDHARI SEEDS NS   ,2251,C251,KKMBRNMTHRSTSNS
CUCUMBER EAST WEST NAZIA  SEEDS,2251,C251,KKMBRSTWSTNSSTS
CUCUMBER P,2251,C251,KKMBRP
ANKUR HYBIRD CUCUMBER ZENAT  ,5261,A526,ANKRHBRTKKMBRSNT
ANKUR HYBIRD CUCUMBER ZENAT  ,5261,A526,ANKRHBRTKKMBRSNT
ANKUR HYBIRD CUCUMBER NALINI  ,5261,A526,ANKRHBRTKKMBRNLN
ANKUR HYBIRD CUCUMBER NALINI  ,5261,A526,ANKRHBRTKKMBRNLN
CUCUMBER ISHVED HY   ,2251,C251,KKMBRXFTH
SAGAR BIOTECH CUCUMBER SHRUTI W  ,2261,S261,SKRBTXKKMBRXRT
SAGAR BIOTECH CUCUMBER SHRAVANIG  ,2261,S261,SKRBTXKKMBRXRFNK
SAGAR BIOTECH CUCUMBER KAVYA  ,2261,S261,SKRBTXKKMBRKFY
CUCUMBER ISHVED HY   ,2251,C251,KKMBRXFTH
CUMIN ALPGIRI   ,2554,C554,KMNLPJR
CUMIN AVANI   ,2551,C551,KMNFN
CUMIN AVANI   ,2551,C551,KMNFN
CUMIN POKHRAJ  ,2551,C551,KMNPKHRJ
CUMIN WESTERN C  ,2552,C552,KMNWSTRNK
CUMIN MANGLAM MSC  ,2555,C555,KMNMNKLMSK
EGGPLANT SEMINIS SHAMLI  ,2145,E214,EKPLNTSMNSML
BOLD METHA  ,1435,B435,BLTM0
FLAXSEED AWASTHI NEELAM  ,1423,F423,FLKSSTWS0NLM
DAIRY NUTRANTA GOLD  ,3653,D653,TRNTRNTKLT
GRASS NUTRANTA KING  ,2625,G625,KRSNTRNTKNK
JOWAR CRYSTAL STAR  ,2626,J626,JWRKRSTLSTR
NUTRIFEED ADVANTA  ,5361,N361,NTRFTTFNT
NUTRIFEED ADVANTA  ,5361,N361,NTRFTTFNT
NUTRIFEED ADVANTA  ,5361,N361,NTRFTTFNT
NUTRIFEED UPL UPL  ,5361,N361,NTRFTPLPL
FORAGEN FODDER SPRINT GOLD  ,1625,F625,FRJNFTRSPRNTKLT
FORAGEN FODDER SPRINT GOLD  ,1625,F625,FRJNFTRSPRNTKLT
FORAGEN FODDER FAT BOY  ,1625,F625,FRJNFTRFTB
SHINEX SSG DSSW  ,2523,S523,XNKSSKTS
SUDAN ADVANTA JUMBO SUPER  ,2353,S353,STNTFNTJMBSPR
SUDAN ADVANTA JUMBO DIAMOND  ,2353,S353,STNTFNTJMBTMNT
SUDAN ADVANTA JUMBO DIAMOND  ,2353,S353,STNTFNTJMBTMNT
SUDAN ADVANTA JUMBO SUPER  ,2353,S353,STNTFNTJMBSPR
FRENCH BEAN AYOKA  OP  ,1652,F652,FRNXBNYKP
FRENCH BEAN SHRIRAM HARSHA  ,1652,F652,FRNXBNXRRMHRX
FRENCH BEAN SHRIRAM HARSHA  ,1652,F652,FRNXBNXRRMHRX
FRENCH BEAN ISHVED HY FABA SUCIDU  ,1652,F652,FRNXBNXFTHFBSST
FRENCH BEAN AYOKA   ,1652,F652,FRNXBNYK
SHAKTI VARDHAK X GAUR  ,2231,S231,XKTFRTHKKSKR
SINGHAL SEEDS  GAUR  ,2542,S524,SNLSTSKR
SHAKTI SEEDS GAUR   ,2232,S232,XKTSTSKR
GRAM PHULE VIKRAM   ,2651,G651,KRMFLFKRM
GRAM RVG   ,2656,G656,KRMRFK
GRAM VISHAL  ,2651,G651,KRMFXL
GRAM VISHAL CERTIFIED  ,2651,G651,KRMFXLSRTFT
GRAM RVG  CERTIFIED  ,2656,G656,KRMRFKSRTFT
GRAM ANKUR CHIRAG  ,2655,G655,KRMNKRXRK
GRAM VIJAY  ,2651,G651,KRMFJ
GRAM JAKI   ,2652,G652,KRMJK
GRAM JAKI   ,2652,G652,KRMJK
GRAM JAKI   ,2652,G652,KRMJK
GRAM BASANT HIMMAT  ,2651,G651,KRMBSN0MT
GREEN GRAM AMBROCIA SAMRATPDM  ,2652,G652,KRNKRMMBRXSMRTPTM
GREEN GRAM GLOBOSE SAMRATPDM  ,2652,G652,KRNKRMKLBSSMRTPTM
GREEN GRAM AMMBROCIA PDM  ,2652,G652,KRNKRMMBRXPTM
GREEN GRAM DINKAR SHARIF  ,2652,G652,KRNKRMTNKRXRF
GREEN GRAM DINKAR SHARIF  ,2652,G652,KRNKRMTNKRXRF
GREEN GRAM EAGAL PDM  ,2652,G652,KRNKRMKLPTM
GREEN GRAM CAPTAIN  ,2652,G652,KRNKRMKPTN
GREEN GRAM KDM PDM  ,2652,G652,KRNKRMKTMPTM
GREEN GRAM MARUTI SML  ,2652,G652,KRNKRMRTSML
GREEN GRAM NAVRATANA PDM  ,2652,G652,KRNKRMNFRTNPTM
GREEN GRAM PDMSAMRAT PLANT  ,2652,G652,KRNKRMPTMSMRTPLNT
GREEN GRAM PRASAD PDM  ,2652,G652,KRNKRMPRSTPTM
GREEN GRAM ROLEE JAI KRANTI  ,2652,G652,KRNKRMRLJKRNT
GREEN GRAM SHAKTI VARDHAK VIRAT  ,2652,G652,KRNKRMXKTFRTHKFRT
GREEN GRAM SHANKAR MH  ,2652,G652,KRNKRMXNKRMH
GREEN GRAM SHANKAR SML  ,2652,G652,KRNKRMXNKRSML
GREEN GRAM SHANKAR SML  ,2652,G652,KRNKRMXNKRSML
GREEN GRAM SHANKAR SML  ,2652,G652,KRNKRMXNKRSML
GREEN GRAM WESTERN MAHAVEER  ,2652,G652,KRNKRMWSTRNMHFR
GREEN GRAM AWASTHI SAMRAT  ,2652,G652,KRNKRMWS0SMRT
GREEN GRAM VIRAT GOLD  ,2652,G652,KRNKRMFRTKLT
GREEN PEA ADVANTA GOLDEN  ,2651,G651,KRNPTFNTKLTN
GREEN PEA ADVANTA GS   ,2651,G651,KRNPTFNTKS
GREEN PEA ANKUR  ,2651,G651,KRNPNKR
GREEN PEA ANKUR AS  ,2651,G651,KRNPNKRS
GREEN PEA ANKUR KARISHMA  ,2651,G651,KRNPNKRKRXM
GREEN PEA ANVAY KARISHMA   ,2651,G651,KRNPNFKRXM
GREEN PEA AWASTHI RACHNA  ,2651,G651,KRNPWS0RXN
GREEN PEA AWASTHI RACHNA  ,2651,G651,KRNPWS0RXN
GREEN PEA DISCOVERY DS  ,2651,G651,KRNPTSKFRTS
GREEN PEA GOLDEN G   ,2651,G651,KRNPKLTNK
GREEN PEA HERITAGE  ,2651,G651,KRNPHRTJ
GREEN PEA HYVEG GOLDI  ,2651,G651,KRNPFKLT
GREEN PEA HYVEG SUPER GOLDI  ,2651,G651,KRNPFKSPRKLT
GREEN PEA JK   ,2651,G651,KRNPJK
GREEN PEA NAVRATNA ARKIL  ,2651,G651,KRNPNFRTNRKL
GREEN PEA NAVRATNA ARKIL  ,2651,G651,KRNPNFRTNRKL
GREEN PEA NUZIVEEDU CAROL  ,2651,G651,KRNPNSFTKRL
GREEN PEA PAHUJA   ,2651,G651,KRNPPHJ
GREEN PEA PAN   ,2651,G651,KRNPPN
GREEN PEA R.K HARBHAJAN  ,2651,G651,KRNPRKHRBHJN
GREEN PEARL SORGHUM SUDAN GRASS  ,2651,G651,KRNPRLSRMSTNKRS
GREEN PEA SHYAM AP  ,2651,G651,KRNPXYMP
GREEN PEA SHYAM AP  ,2651,G651,KRNPXYMP
GREEN PEA SHYAM PSM   ,2651,G651,KRNPXYMPSM
GREEN PEA SRIRAM SALONI  ,2651,G651,KRNPSRRMSLN
GREEN PEA SURENDRA  ,2651,G651,KRNPSRNTR
GREEN PEA TATA GREEN PEARL  ,2651,G651,KRNPTTKRNPRL
GREEN PEA TATA GREEN PEARL  ,2651,G651,KRNPTTKRNPRL
GREEN PEA TOKITA  ,2651,G651,KRNPTKT
GREEN PEA UJJWAL US  ,2651,G651,KRNPJWLS
GREEN PEAV HERITAGE GOLDY   ,2651,G651,KRNPFHRTJKLT
GREEN PEA ANVAY AS  ,2651,G651,KRNPNFYS
GREEN PEA GD  ,2651,G651,KRNPKT
GREEN PEA ADVANTA GS   ,2651,G651,KRNPTFNTKS
GREEN PEA SAFARI MEGHA  ,2651,G651,KRNPSFRM
GREEN PEA ENTORNO P,2651,G651,KRNPNTRNP
GREEN PEA SHYAM KARISHMA AP  ,2651,G651,KRNPXYMKRXMP
GREEN PEA  EG   ,2651,G651,KRNPK
GREEN PEA SHYAM MALUK PSM   ,2651,G651,KRNPXYMLKPSM
GREEN PEA MALOOK  ,2651,G651,KRNPMLK
GREEN PEAS ISHVED RBESCO SATIVU  ,2651,G651,KRNPSXFTRBSKSTF
HARA SAG NAV JYOTI  ,6225,H622,HRSKNFJYT
GUAR ISHVED HYBRID BAHAR  ,2621,G621,KRXFTHBRTBHR
HOT PEPPER ADVANTA   ,3116,H311,HTPPRTFNT
HOT PEPPER AMBIKA F  SEED,3116,H311,HTPPRMBKFST
HOT PEPPER ARMOUR  SEED,3116,H311,HTPPRRMRST
HOT PEPPER HM CLAUSE PES  F  ,3116,H311,HTPPRHMKLSPSF
HOTPEPPER HYVEG AASTHA   ,3116,H311,HTPPRHFKS0
HOT PEPPER NONGWOO   ,3116,H311,HTPPRNNKW
HOT PEPPER SEMINIS   ,3116,H311,HTPPRSMNS
HOT PEPPER US  SEED,3116,H311,HTPPRST
HOT PEPPER US  SEED,3116,H311,HTPPRST
HOT PEPPER US  SEED,3116,H311,HTPPRST
HOT PEPPER US  F  SEEDS,3116,H311,HTPPRSFSTS
SW  HOT PEPPER  ,2311,S311,SHTPPR
ISABGOL VARSHA  ,2124,I212,ISBKLFRX
JUTE GANGA JRO  GANGA  ,2325,J325,JTKNKJRKNK
JUTE MAHARASHTRA STATE MAHABEEJ  ,2356,J356,JTMHRXTRSTTMHBJ
JUTE MAHARASHTRA STATE MAHABEEJ  ,2356,J356,JTMHRXTRSTTMHBJ
JUTE NSC JRO   ,2352,J352,JTNSKJR
JUTE NSC JRO  NSC  ,2352,J352,JTNSKJRNSK
JUTE PAN JRO   ,2315,J315,JTPNJR
JUTE NUZIVEEDU RAJA  ,2352,J352,JTNSFTRJ
MAHARAJA JUTE  ,5622,M622,MHRJJT
KAACHRI P,2261,K261,KXRP
KAKRI VINAYAK SUPER   EA,2261,K261,KKRFNYKSPR
TAR KAKDI   EA,3622,T622,TRKKT
KAKADI CHANDRA ARUN  ,2232,K232,KKTXNTRRN
KAKDI P,2231,K231,KKTP
WARANA KASNI  ,6522,W652,WRNKSN
KASNI GANESH  ,2252,K252,KSNKNX
KOHLRABI SAKATA QUICK STAR  ,2461,K461,KLRBSKTKKSTR
LAL SAAG ANNAPURNA KANKA  ,4422,L422,LLSKNPRNKNK
LAL SAAG INDIGROW  ,4422,L422,LLSJNTKR
LAL SAAG NAV JYOTI  ,4422,L422,LLSKNFJYT
LAL SAAG PANTNAGAR  ,4422,L422,LLSKPNTNKR
LAL SAAG PARUL  ,4422,L422,LLSKPRL
LAL SAAG PSC  ,4422,L422,LLSKPSK
LAL SAAG CHAKRA  ,4422,L422,LLSKXKR
LEMONGRASS SLIPS ANIRUDH  PCS,4552,L552,LMNKRSLPSNRTHPKS
LENTIL AWASTHI PL  ,4534,L534,LNTLWS0PL
LENTIL AWASTHI PL  ,4534,L534,LNTLWS0PL
LENTIL AWASTHI PL  ,4534,L534,LNTLWS0PL
ANKUR LOBIA KETAKI  ,5264,A526,ANKRLBKTK
